filename,isotope,energy,counts,unc_counts,intensity,unc_intensity,efficiency,unc_efficiency,decays,unc_decays,decay_rate,unc_decay_rate,chi2,start_time,live_time,real_time
AC09232025_Cu10_52cm_IDM.Spe,62ZN,243.36,4012.6404913569913,104.383747897454,0.0252,0.0023,0.0006361260081062,1.0442601242762284e-05,298095708.40986377,29093886.678885102,713147.6277747937,69602.59971025145,1.021579507646467,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,62ZN,246.95,2902.294608149563,99.40480098386423,0.019,0.0018,0.0006275938411616,9.987015290002132e-06,289853391.52324915,30046970.195090298,693429.1663235625,71882.7038160055,1.021579507646467,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,62ZN,260.43,2029.7509604270704,89.04875644719951,0.0135,0.0013,0.0005974342922764,9.066217904233292e-06,299700871.08489347,32721884.154958714,716987.7298681661,78282.01950947061,0.9351360874001174,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,61CU,282.956,1532.4664823293454,103.78344702052118,0.122,0.0061,0.0005529907450075,8.887048434182222e-06,27050945.92634224,2419092.7803752846,64715.18164196708,5787.303302333216,1.2011545147982303,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,62ZN,394.03,2266.84910637616,75.0229003974096,0.0224,0.0017,0.000407928232533,1.0725982122580183e-05,295433674.02446216,26403828.518006988,706779.1244604358,63167.05387083012,1.0119983012818496,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,62ZN,548.35,11493.645187778531,106.12555776891828,0.153,0.0139999999999999,0.0003043135129505,8.677432636033611e-06,293977629.2060482,28438747.922966916,703295.763650833,68035.28211236105,1.0202844137236031,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,62ZN,596.56,17738.096105860182,144.83424728826728,0.26,0.013,0.0002824999216105,7.4809945918678916e-06,287597091.25019807,16581937.245329158,688031.3187803782,39669.706328538654,1.2616968692014796,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,62ZN,637.41,209.43642265101016,23.677891816911536,0.0025,0.0003,0.000266368077674,6.480047324999457e-06,374540849.5968381,67571193.30856435,896030.7406622921,161653.57250852714,1.0879049469849322,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,61CU,656.008,604.5607602894303,25.367952400580716,0.108,0.02,0.0002596252660962,6.049957846032625e-06,25676652.91429605,5021829.67382273,61427.39931649773,12013.946588092656,0.754792762758812,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,63ZN,669.62,5670.746863991043,73.68707002374259,0.0819999999999999,0.0040999999999999,0.0002549039412587,5.749196103304306e-06,323086657.7948,18710855.506624658,772934.5880258373,44762.8122168054,0.9874604403457434,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,62CU,875.66,170.11341108248138,22.360709555182343,0.00147,0.0001,0.0001996413594626,3.0476938194325524e-06,690303165.7429466,115545289.67477396,1651442.9802462838,276424.13797792816,1.6029227724592603,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,63ZN,962.06,3156.888143213443,51.44044032311461,0.065,0.004,0.0001826233730432,3.356902421120701e-06,316707714.8663558,21728890.910451494,757673.9590104205,51982.99260873564,0.8882472894666424,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,62CU,1172.97,288.8246067809513,23.99924384874822,0.00342,0.000171,0.0001502427673572,4.2090617436356075e-06,669396867.3799517,78212272.8244096,1601427.912392229,187110.70053686507,1.3002741018569903,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,61CU,1185.234,106.67971423867064,15.57098975456455,0.037,0.0069999999999999,0.0001486992881769,4.26490435967612e-06,23090875.27033874,5989997.286624552,55241.32839793957,14330.137049341032,1.3002741018569903,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,60CU,1332.5,4.193171596148377,3.9317581104741297,0.88,0.044,0.0001322037572413,4.6344960076760634e-06,42922.531739693884,45453.58605972917,102.6854826308466,108.74063650652911,1.5763910279023012,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,64CU,1345.77,152.00534842772993,15.688545704493997,0.00475,0.0001099999999999,0.0001308809690868,4.643988275978521e-06,291177573.71832854,40163952.328196146,696597.0663117907,96086.01035453624,1.5763910279023012,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,57NI,1377.63,16.688662855232508,5.438753154046766,0.8170000000000001,0.024,0.0001278019428226,4.653755181297949e-06,190340.4948041806,78090.055479253,455.3600354167,186.81831454366747,1.8105724243009944,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,63ZN,1392.55,59.93224473494052,9.318320964366086,0.00097,0.00015,0.0001264069391086,4.65256033162438e-06,582085874.2034833,149685280.11963353,1392549.938285845,358098.7562670658,1.448686873157872,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,63ZN,1412.08,292.24202996560416,16.728148439543673,0.0075,0.0004,0.0001246251516114,4.645982487235139e-06,372344444.285317,38931883.537755795,890776.1825007583,93138.47736305214,1.0910660486130694,09/23/2025 19:40:14,351.0,418.0
AC09232025_Cu10_52cm_IDM.Spe,63ZN,1547.04,40.99476054134307,6.649394602183941,0.00122,7.000000000000001e-05,0.0001135381360067,4.479257036059484e-06,352448712.6414433,83069630.33495954,843178.7383766586,198731.17305014245,1.259121431952249,09/23/2025 19:40:14,351.0,418.0
